,State,Area,MedianIncome2016,Year,UnemploymentRate,Region
8060,IN,Grant County,,2015,5.0,Midwest
8061,IN,Grant County,50138.0,2016,4.9,Midwest
8062,IN,Grant County,,2017,3.9,Midwest
8063,IN,Greene County,,2007,5.1,Midwest
8064,IN,Greene County,,2008,6.2,Midwest
8065,IN,Greene County,,2009,8.5,Midwest
8066,IN,Greene County,,2010,10.7,Midwest
8067,IN,Greene County,,2011,10.4,Midwest
8068,IN,Greene County,,2012,10.5,Midwest
8069,IN,Greene County,,2013,10.2,Midwest
8070,IN,Greene County,,2014,7.9,Midwest
8071,IN,Greene County,,2015,7.0,Midwest
8072,IN,Greene County,51871.0,2016,6.5,Midwest
8073,IN,Greene County,,2017,4.8,Midwest
8074,IN,Hamilton County,,2007,2.9,Midwest
8075,IN,Hamilton County,,2008,3.8,Midwest
8076,IN,Hamilton County,,2009,6.6,Midwest
8077,IN,Hamilton County,,2010,6.7,Midwest
8078,IN,Hamilton County,,2011,5.8,Midwest
8079,IN,Hamilton County,,2012,5.3,Midwest
8080,IN,Hamilton County,,2013,5.0,Midwest
8081,IN,Hamilton County,,2014,4.1,Midwest
8082,IN,Hamilton County,,2015,3.0,Midwest
8083,IN,Hamilton County,56034.0,2016,3.2,Midwest
8084,IN,Hamilton County,,2017,2.7,Midwest
8085,IN,Hancock County,,2007,3.8,Midwest
8086,IN,Hancock County,,2008,4.8,Midwest
8087,IN,Hancock County,,2009,8.5,Midwest
8088,IN,Hancock County,,2010,9.3,Midwest
8089,IN,Hancock County,,2011,8.2,Midwest
8090,IN,Hancock County,,2012,7.3,Midwest
8091,IN,Hancock County,,2013,6.6,Midwest
8092,IN,Hancock County,,2014,5.2,Midwest
8093,IN,Hancock County,,2015,4.0,Midwest
8094,IN,Hancock County,46949.0,2016,3.8,Midwest
8095,IN,Hancock County,,2017,3.0,Midwest
8096,IN,Harrison County,,2007,4.5,Midwest
8097,IN,Harrison County,,2008,5.9,Midwest
8098,IN,Harrison County,,2009,9.2,Midwest
8099,IN,Harrison County,,2010,9.9,Midwest
8100,IN,Harrison County,,2011,8.9,Midwest
8101,IN,Harrison County,,2012,7.7,Midwest
8102,IN,Harrison County,,2013,7.0,Midwest
8103,IN,Harrison County,,2014,5.6,Midwest
8104,IN,Harrison County,,2015,5.0,Midwest
8105,IN,Harrison County,51534.0,2016,4.2,Midwest
8106,IN,Harrison County,,2017,3.4,Midwest
8107,IN,Hendricks County,,2007,3.3,Midwest
8108,IN,Hendricks County,,2008,4.3,Midwest
8109,IN,Hendricks County,,2009,7.6,Midwest
8110,IN,Hendricks County,,2010,7.9,Midwest
8111,IN,Hendricks County,,2011,7.0,Midwest
8112,IN,Hendricks County,,2012,6.3,Midwest
8113,IN,Hendricks County,,2013,5.8,Midwest
8114,IN,Hendricks County,,2014,4.6,Midwest
8115,IN,Hendricks County,,2015,4.0,Midwest
8116,IN,Hendricks County,50425.0,2016,3.5,Midwest
8117,IN,Hendricks County,,2017,2.9,Midwest
8118,IN,Henry County,,2007,5.8,Midwest
8119,IN,Henry County,,2008,7.0,Midwest
8120,IN,Henry County,,2009,12.7,Midwest
8121,IN,Henry County,,2010,13.9,Midwest
8122,IN,Henry County,,2011,11.5,Midwest
8123,IN,Henry County,,2012,10.1,Midwest
8124,IN,Henry County,,2013,8.8,Midwest
8125,IN,Henry County,,2014,6.8,Midwest
8126,IN,Henry County,,2015,5.0,Midwest
8127,IN,Henry County,67215.0,2016,4.6,Midwest
8128,IN,Henry County,,2017,3.7,Midwest
8129,IN,Howard County,,2007,5.5,Midwest
8130,IN,Howard County,,2008,7.8,Midwest
8131,IN,Howard County,,2009,14.8,Midwest
8132,IN,Howard County,,2010,12.6,Midwest
8133,IN,Howard County,,2011,10.4,Midwest
8134,IN,Howard County,,2012,9.1,Midwest
8135,IN,Howard County,,2013,8.1,Midwest
8136,IN,Howard County,,2014,6.3,Midwest
8137,IN,Howard County,,2015,5.0,Midwest
8138,IN,Howard County,43897.0,2016,4.7,Midwest
8139,IN,Howard County,,2017,3.8,Midwest
8140,IN,Huntington County,,2007,4.7,Midwest
8141,IN,Huntington County,,2008,6.7,Midwest
8142,IN,Huntington County,,2009,12.8,Midwest
8143,IN,Huntington County,,2010,11.9,Midwest
8144,IN,Huntington County,,2011,9.8,Midwest
8145,IN,Huntington County,,2012,8.8,Midwest
8146,IN,Huntington County,,2013,7.7,Midwest
8147,IN,Huntington County,,2014,5.8,Midwest
8148,IN,Huntington County,,2015,4.0,Midwest
8149,IN,Huntington County,56010.0,2016,4.0,Midwest
8150,IN,Huntington County,,2017,3.6,Midwest
8151,IN,Jackson County,,2007,3.9,Midwest
8152,IN,Jackson County,,2008,5.3,Midwest
8153,IN,Jackson County,,2009,11.1,Midwest
8154,IN,Jackson County,,2010,10.5,Midwest
8155,IN,Jackson County,,2011,8.7,Midwest
8156,IN,Jackson County,,2012,7.5,Midwest
8157,IN,Jackson County,,2013,6.5,Midwest
8158,IN,Jackson County,,2014,5.0,Midwest
8159,IN,Jackson County,,2015,4.0,Midwest
8160,IN,Jackson County,60402.0,2016,3.7,Midwest
8161,IN,Jackson County,,2017,3.0,Midwest
8162,IN,Jasper County,,2007,4.7,Midwest
8163,IN,Jasper County,,2008,5.8,Midwest
8164,IN,Jasper County,,2009,10.2,Midwest
8165,IN,Jasper County,,2010,10.4,Midwest
8166,IN,Jasper County,,2011,9.1,Midwest
8167,IN,Jasper County,,2012,8.1,Midwest
8168,IN,Jasper County,,2013,7.7,Midwest
8169,IN,Jasper County,,2014,6.7,Midwest
8170,IN,Jasper County,,2015,6.0,Midwest
8171,IN,Jasper County,53600.0,2016,5.3,Midwest
8172,IN,Jasper County,,2017,4.3,Midwest
8173,IN,Jay County,,2007,4.3,Midwest
8174,IN,Jay County,,2008,5.8,Midwest
8175,IN,Jay County,,2009,11.3,Midwest
8176,IN,Jay County,,2010,10.7,Midwest
8177,IN,Jay County,,2011,9.0,Midwest
8178,IN,Jay County,,2012,7.9,Midwest
8179,IN,Jay County,,2013,7.7,Midwest
8180,IN,Jay County,,2014,5.8,Midwest
8181,IN,Jay County,,2015,5.0,Midwest
8182,IN,Jay County,52763.0,2016,4.5,Midwest
8183,IN,Jay County,,2017,3.6,Midwest
8184,IN,Jefferson County,,2007,4.9,Midwest
8185,IN,Jefferson County,,2008,6.1,Midwest
8186,IN,Jefferson County,,2009,10.9,Midwest
8187,IN,Jefferson County,,2010,11.3,Midwest
8188,IN,Jefferson County,,2011,9.8,Midwest
8189,IN,Jefferson County,,2012,8.5,Midwest
8190,IN,Jefferson County,,2013,7.9,Midwest
8191,IN,Jefferson County,,2014,6.1,Midwest
8192,IN,Jefferson County,,2015,5.0,Midwest
8193,IN,Jefferson County,47997.0,2016,4.7,Midwest
8194,IN,Jefferson County,,2017,3.7,Midwest
8195,IN,Jennings County,,2007,5.1,Midwest
8196,IN,Jennings County,,2008,7.2,Midwest
8197,IN,Jennings County,,2009,13.6,Midwest
8198,IN,Jennings County,,2010,12.9,Midwest
8199,IN,Jennings County,,2011,11.5,Midwest
8200,IN,Jennings County,,2012,10.3,Midwest
8201,IN,Jennings County,,2013,9.2,Midwest
8202,IN,Jennings County,,2014,6.7,Midwest
8203,IN,Jennings County,,2015,5.0,Midwest
8204,IN,Jennings County,45853.0,2016,4.7,Midwest
8205,IN,Jennings County,,2017,3.8,Midwest
8206,IN,Johnson County,,2007,3.5,Midwest
8207,IN,Johnson County,,2008,4.7,Midwest
8208,IN,Johnson County,,2009,8.3,Midwest
8209,IN,Johnson County,,2010,8.8,Midwest
8210,IN,Johnson County,,2011,7.7,Midwest
8211,IN,Johnson County,,2012,7.0,Midwest
8212,IN,Johnson County,,2013,6.2,Midwest
8213,IN,Johnson County,,2014,5.0,Midwest
8214,IN,Johnson County,,2015,4.0,Midwest
8215,IN,Johnson County,45300.0,2016,3.6,Midwest
8216,IN,Johnson County,,2017,2.9,Midwest
8217,IN,Knox County,,2007,4.0,Midwest
8218,IN,Knox County,,2008,5.0,Midwest
8219,IN,Knox County,,2009,7.4,Midwest
8220,IN,Knox County,,2010,8.2,Midwest
8221,IN,Knox County,,2011,7.4,Midwest
8222,IN,Knox County,,2012,7.1,Midwest
8223,IN,Knox County,,2013,6.7,Midwest
8224,IN,Knox County,,2014,5.2,Midwest
8225,IN,Knox County,,2015,5.0,Midwest
8226,IN,Knox County,53767.0,2016,4.4,Midwest
8227,IN,Knox County,,2017,3.4,Midwest
8228,IN,Kosciusko County,,2007,4.4,Midwest
8229,IN,Kosciusko County,,2008,6.5,Midwest
8230,IN,Kosciusko County,,2009,12.4,Midwest
8231,IN,Kosciusko County,,2010,11.0,Midwest
8232,IN,Kosciusko County,,2011,8.9,Midwest
8233,IN,Kosciusko County,,2012,7.7,Midwest
8234,IN,Kosciusko County,,2013,6.6,Midwest
8235,IN,Kosciusko County,,2014,4.9,Midwest
8236,IN,Kosciusko County,,2015,4.0,Midwest
8237,IN,Kosciusko County,51008.0,2016,3.7,Midwest
8238,IN,Kosciusko County,,2017,2.7,Midwest
8239,IN,LaGrange County,,2007,4.9,Midwest
8240,IN,LaGrange County,,2008,8.6,Midwest
8241,IN,LaGrange County,,2009,17.4,Midwest
8242,IN,LaGrange County,,2010,12.0,Midwest
8243,IN,LaGrange County,,2011,9.0,Midwest
8244,IN,LaGrange County,,2012,7.1,Midwest
8245,IN,LaGrange County,,2013,5.9,Midwest
8246,IN,LaGrange County,,2014,4.5,Midwest
8247,IN,LaGrange County,,2015,4.0,Midwest
8248,IN,LaGrange County,47650.0,2016,3.4,Midwest
8249,IN,LaGrange County,,2017,2.6,Midwest
8250,IN,Lake County,,2007,5.2,Midwest
8251,IN,Lake County,,2008,6.2,Midwest
8252,IN,Lake County,,2009,10.6,Midwest
8253,IN,Lake County,,2010,10.8,Midwest
8254,IN,Lake County,,2011,9.6,Midwest
8255,IN,Lake County,,2012,9.1,Midwest
8256,IN,Lake County,,2013,9.1,Midwest
8257,IN,Lake County,,2014,7.9,Midwest
8258,IN,Lake County,,2015,7.0,Midwest
8259,IN,Lake County,44442.0,2016,6.3,Midwest
8260,IN,Lake County,,2017,5.1,Midwest
8261,IN,LaPorte County,,2007,5.1,Midwest
8262,IN,LaPorte County,,2008,6.2,Midwest
8263,IN,LaPorte County,,2009,11.9,Midwest
8264,IN,LaPorte County,,2010,12.0,Midwest
8265,IN,LaPorte County,,2011,10.4,Midwest
8266,IN,LaPorte County,,2012,9.8,Midwest
8267,IN,LaPorte County,,2013,9.3,Midwest
8268,IN,LaPorte County,,2014,7.6,Midwest
8269,IN,LaPorte County,,2015,6.0,Midwest
8270,IN,LaPorte County,51527.0,2016,5.9,Midwest
8271,IN,LaPorte County,,2017,4.5,Midwest
8272,IN,Lawrence County,,2007,6.5,Midwest
8273,IN,Lawrence County,,2008,8.3,Midwest
8274,IN,Lawrence County,,2009,13.2,Midwest
8275,IN,Lawrence County,,2010,12.7,Midwest
8276,IN,Lawrence County,,2011,11.6,Midwest
8277,IN,Lawrence County,,2012,11.0,Midwest
8278,IN,Lawrence County,,2013,10.1,Midwest
8279,IN,Lawrence County,,2014,8.1,Midwest
8280,IN,Lawrence County,,2015,7.0,Midwest
8281,IN,Lawrence County,60482.0,2016,5.7,Midwest
8282,IN,Lawrence County,,2017,4.4,Midwest
8283,IN,Madison County,,2007,6.3,Midwest
8284,IN,Madison County,,2008,6.9,Midwest
8285,IN,Madison County,,2009,10.9,Midwest
8286,IN,Madison County,,2010,12.1,Midwest
8287,IN,Madison County,,2011,10.9,Midwest
8288,IN,Madison County,,2012,10.0,Midwest
8289,IN,Madison County,,2013,9.3,Midwest
8290,IN,Madison County,,2014,7.1,Midwest
8291,IN,Madison County,,2015,6.0,Midwest
8292,IN,Madison County,51183.0,2016,5.0,Midwest
8293,IN,Madison County,,2017,3.9,Midwest
8294,IN,Marion County,,2007,4.5,Midwest
8295,IN,Marion County,,2008,5.6,Midwest
8296,IN,Marion County,,2009,9.3,Midwest
8297,IN,Marion County,,2010,10.5,Midwest
8298,IN,Marion County,,2011,9.9,Midwest
8299,IN,Marion County,,2012,9.2,Midwest
8300,IN,Marion County,,2013,8.5,Midwest
8301,IN,Marion County,,2014,6.5,Midwest
8302,IN,Marion County,,2015,5.0,Midwest
8303,IN,Marion County,52318.0,2016,4.5,Midwest
8304,IN,Marion County,,2017,3.6,Midwest
8305,IN,Marshall County,,2007,4.8,Midwest
8306,IN,Marshall County,,2008,7.3,Midwest
8307,IN,Marshall County,,2009,13.5,Midwest
8308,IN,Marshall County,,2010,11.3,Midwest
8309,IN,Marshall County,,2011,9.5,Midwest
8310,IN,Marshall County,,2012,8.2,Midwest
8311,IN,Marshall County,,2013,7.4,Midwest
8312,IN,Marshall County,,2014,5.5,Midwest
8313,IN,Marshall County,,2015,4.0,Midwest
8314,IN,Marshall County,54422.0,2016,3.7,Midwest
8315,IN,Marshall County,,2017,3.0,Midwest
8316,IN,Martin County,,2007,3.9,Midwest
8317,IN,Martin County,,2008,4.9,Midwest
8318,IN,Martin County,,2009,7.3,Midwest
8319,IN,Martin County,,2010,7.5,Midwest
8320,IN,Martin County,,2011,7.5,Midwest
8321,IN,Martin County,,2012,7.1,Midwest
8322,IN,Martin County,,2013,6.3,Midwest
8323,IN,Martin County,,2014,5.3,Midwest
8324,IN,Martin County,,2015,4.0,Midwest
8325,IN,Martin County,41077.0,2016,4.1,Midwest
8326,IN,Martin County,,2017,3.0,Midwest
8327,IN,Miami County,,2007,5.7,Midwest
8328,IN,Miami County,,2008,7.9,Midwest
8329,IN,Miami County,,2009,14.5,Midwest
8330,IN,Miami County,,2010,12.5,Midwest
8331,IN,Miami County,,2011,10.4,Midwest
8332,IN,Miami County,,2012,9.7,Midwest
8333,IN,Miami County,,2013,8.7,Midwest
8334,IN,Miami County,,2014,6.6,Midwest
8335,IN,Miami County,,2015,5.0,Midwest
8336,IN,Miami County,46069.0,2016,4.7,Midwest
8337,IN,Miami County,,2017,3.9,Midwest
8338,IN,Monroe County,,2007,3.7,Midwest
8339,IN,Monroe County,,2008,4.5,Midwest
8340,IN,Monroe County,,2009,6.5,Midwest
8341,IN,Monroe County,,2010,7.9,Midwest
8342,IN,Monroe County,,2011,7.5,Midwest
8343,IN,Monroe County,,2012,7.3,Midwest
8344,IN,Monroe County,,2013,6.8,Midwest
8345,IN,Monroe County,,2014,5.7,Midwest
8346,IN,Monroe County,,2015,5.0,Midwest
8347,IN,Monroe County,47599.0,2016,4.6,Midwest
8348,IN,Monroe County,,2017,3.6,Midwest
8349,IN,Montgomery County,,2007,3.9,Midwest
8350,IN,Montgomery County,,2008,4.9,Midwest
8351,IN,Montgomery County,,2009,10.1,Midwest
8352,IN,Montgomery County,,2010,10.2,Midwest
8353,IN,Montgomery County,,2011,8.9,Midwest
8354,IN,Montgomery County,,2012,8.2,Midwest
8355,IN,Montgomery County,,2013,7.2,Midwest
8356,IN,Montgomery County,,2014,5.4,Midwest
8357,IN,Montgomery County,,2015,4.0,Midwest
8358,IN,Montgomery County,48905.0,2016,3.8,Midwest
8359,IN,Montgomery County,,2017,3.0,Midwest
8360,IN,Morgan County,,2007,4.2,Midwest
8361,IN,Morgan County,,2008,5.8,Midwest
8362,IN,Morgan County,,2009,9.2,Midwest
8363,IN,Morgan County,,2010,10.4,Midwest
8364,IN,Morgan County,,2011,9.4,Midwest
8365,IN,Morgan County,,2012,8.4,Midwest
8366,IN,Morgan County,,2013,7.6,Midwest
8367,IN,Morgan County,,2014,5.8,Midwest
8368,IN,Morgan County,,2015,5.0,Midwest
8369,IN,Morgan County,49578.0,2016,4.2,Midwest
8370,IN,Morgan County,,2017,3.5,Midwest
8371,IN,Newton County,,2007,5.3,Midwest
8372,IN,Newton County,,2008,6.3,Midwest
8373,IN,Newton County,,2009,11.2,Midwest
8374,IN,Newton County,,2010,11.3,Midwest
8375,IN,Newton County,,2011,9.9,Midwest
8376,IN,Newton County,,2012,9.6,Midwest
8377,IN,Newton County,,2013,9.0,Midwest
8378,IN,Newton County,,2014,7.0,Midwest
8379,IN,Newton County,,2015,6.0,Midwest
8380,IN,Newton County,67302.0,2016,5.6,Midwest
8381,IN,Newton County,,2017,4.9,Midwest
8382,IN,Noble County,,2007,5.4,Midwest
8383,IN,Noble County,,2008,8.5,Midwest
8384,IN,Noble County,,2009,17.2,Midwest
8385,IN,Noble County,,2010,13.2,Midwest
8386,IN,Noble County,,2011,10.1,Midwest
8387,IN,Noble County,,2012,8.6,Midwest
8388,IN,Noble County,,2013,7.3,Midwest
8389,IN,Noble County,,2014,5.2,Midwest
8390,IN,Noble County,,2015,4.0,Midwest
8391,IN,Noble County,61619.0,2016,4.1,Midwest
8392,IN,Noble County,,2017,3.1,Midwest
8393,IN,Ohio County,,2007,4.9,Midwest
8394,IN,Ohio County,,2008,6.2,Midwest
8395,IN,Ohio County,,2009,10.8,Midwest
8396,IN,Ohio County,,2010,11.1,Midwest
8397,IN,Ohio County,,2011,9.5,Midwest
8398,IN,Ohio County,,2012,8.9,Midwest
8399,IN,Ohio County,,2013,8.3,Midwest
8400,IN,Ohio County,,2014,6.9,Midwest
8401,IN,Ohio County,,2015,6.0,Midwest
8402,IN,Ohio County,47243.0,2016,4.9,Midwest
8403,IN,Ohio County,,2017,3.6,Midwest
8404,IN,Orange County,,2007,5.1,Midwest
8405,IN,Orange County,,2008,6.4,Midwest
8406,IN,Orange County,,2009,10.7,Midwest
8407,IN,Orange County,,2010,12.8,Midwest
8408,IN,Orange County,,2011,11.8,Midwest
8409,IN,Orange County,,2012,10.8,Midwest
8410,IN,Orange County,,2013,9.9,Midwest
8411,IN,Orange County,,2014,7.7,Midwest
8412,IN,Orange County,,2015,6.0,Midwest
8413,IN,Orange County,50896.0,2016,5.1,Midwest
8414,IN,Orange County,,2017,3.9,Midwest
8415,IN,Owen County,,2007,4.9,Midwest
8416,IN,Owen County,,2008,6.4,Midwest
8417,IN,Owen County,,2009,9.4,Midwest
8418,IN,Owen County,,2010,11.5,Midwest
8419,IN,Owen County,,2011,11.2,Midwest
8420,IN,Owen County,,2012,10.8,Midwest
8421,IN,Owen County,,2013,10.1,Midwest
8422,IN,Owen County,,2014,8.1,Midwest
8423,IN,Owen County,,2015,6.0,Midwest
8424,IN,Owen County,46750.0,2016,5.6,Midwest
8425,IN,Owen County,,2017,4.4,Midwest
8426,IN,Parke County,,2007,5.0,Midwest
8427,IN,Parke County,,2008,6.0,Midwest
8428,IN,Parke County,,2009,10.0,Midwest
8429,IN,Parke County,,2010,10.9,Midwest
8430,IN,Parke County,,2011,10.5,Midwest
8431,IN,Parke County,,2012,10.2,Midwest
8432,IN,Parke County,,2013,9.2,Midwest
8433,IN,Parke County,,2014,7.0,Midwest
8434,IN,Parke County,,2015,6.0,Midwest
8435,IN,Parke County,55129.0,2016,5.2,Midwest
8436,IN,Parke County,,2017,4.0,Midwest
8437,IN,Perry County,,2007,4.4,Midwest
8438,IN,Perry County,,2008,5.2,Midwest
8439,IN,Perry County,,2009,10.2,Midwest
8440,IN,Perry County,,2010,10.6,Midwest
8441,IN,Perry County,,2011,9.1,Midwest
8442,IN,Perry County,,2012,8.4,Midwest
8443,IN,Perry County,,2013,7.8,Midwest
8444,IN,Perry County,,2014,5.8,Midwest
8445,IN,Perry County,,2015,5.0,Midwest
8446,IN,Perry County,50412.0,2016,4.6,Midwest
8447,IN,Perry County,,2017,3.8,Midwest
8448,IN,Pike County,,2007,4.3,Midwest
8449,IN,Pike County,,2008,5.6,Midwest
8450,IN,Pike County,,2009,9.6,Midwest
8451,IN,Pike County,,2010,9.5,Midwest
8452,IN,Pike County,,2011,7.8,Midwest
8453,IN,Pike County,,2012,7.4,Midwest
8454,IN,Pike County,,2013,6.8,Midwest
8455,IN,Pike County,,2014,5.1,Midwest
8456,IN,Pike County,,2015,4.0,Midwest
8457,IN,Pike County,48960.0,2016,4.3,Midwest
8458,IN,Pike County,,2017,3.3,Midwest
8459,IN,Porter County,,2007,3.8,Midwest
8460,IN,Porter County,,2008,4.8,Midwest
8461,IN,Porter County,,2009,9.3,Midwest
8462,IN,Porter County,,2010,9.5,Midwest
8463,IN,Porter County,,2011,8.2,Midwest
8464,IN,Porter County,,2012,7.6,Midwest
8465,IN,Porter County,,2013,7.2,Midwest
8466,IN,Porter County,,2014,6.2,Midwest
8467,IN,Porter County,,2015,5.0,Midwest
8468,IN,Porter County,47738.0,2016,5.1,Midwest
8469,IN,Porter County,,2017,4.1,Midwest
8470,IN,Posey County,,2007,4.3,Midwest
8471,IN,Posey County,,2008,4.9,Midwest
8472,IN,Posey County,,2009,8.2,Midwest
8473,IN,Posey County,,2010,7.8,Midwest
8474,IN,Posey County,,2011,6.9,Midwest
8475,IN,Posey County,,2012,6.8,Midwest
8476,IN,Posey County,,2013,6.3,Midwest
8477,IN,Posey County,,2014,4.8,Midwest
8478,IN,Posey County,,2015,4.0,Midwest
8479,IN,Posey County,53019.0,2016,3.9,Midwest
8480,IN,Posey County,,2017,3.0,Midwest
8481,IN,Pulaski County,,2007,4.1,Midwest
8482,IN,Pulaski County,,2008,5.6,Midwest
8483,IN,Pulaski County,,2009,10.4,Midwest
8484,IN,Pulaski County,,2010,10.0,Midwest
8485,IN,Pulaski County,,2011,8.1,Midwest
8486,IN,Pulaski County,,2012,7.4,Midwest
8487,IN,Pulaski County,,2013,7.0,Midwest
8488,IN,Pulaski County,,2014,5.4,Midwest
8489,IN,Pulaski County,,2015,5.0,Midwest
8490,IN,Pulaski County,58217.0,2016,4.5,Midwest
8491,IN,Pulaski County,,2017,3.5,Midwest
8492,IN,Putnam County,,2007,5.3,Midwest
8493,IN,Putnam County,,2008,6.7,Midwest
8494,IN,Putnam County,,2009,10.9,Midwest
8495,IN,Putnam County,,2010,11.6,Midwest
8496,IN,Putnam County,,2011,10.8,Midwest
8497,IN,Putnam County,,2012,9.9,Midwest
8498,IN,Putnam County,,2013,8.7,Midwest
8499,IN,Putnam County,,2014,6.6,Midwest
8500,IN,Putnam County,,2015,5.0,Midwest
8501,IN,Putnam County,46602.0,2016,4.5,Midwest
8502,IN,Putnam County,,2017,3.6,Midwest
8503,IN,Randolph County,,2007,5.6,Midwest
8504,IN,Randolph County,,2008,6.9,Midwest
8505,IN,Randolph County,,2009,12.0,Midwest
8506,IN,Randolph County,,2010,11.8,Midwest
8507,IN,Randolph County,,2011,10.4,Midwest
8508,IN,Randolph County,,2012,9.6,Midwest
8509,IN,Randolph County,,2013,8.7,Midwest
8510,IN,Randolph County,,2014,6.5,Midwest
8511,IN,Randolph County,,2015,5.0,Midwest
8512,IN,Randolph County,54071.0,2016,4.5,Midwest
8513,IN,Randolph County,,2017,4.1,Midwest
8514,IN,Ripley County,,2007,4.5,Midwest
8515,IN,Ripley County,,2008,6.0,Midwest
8516,IN,Ripley County,,2009,10.8,Midwest
8517,IN,Ripley County,,2010,11.2,Midwest
8518,IN,Ripley County,,2011,9.5,Midwest
8519,IN,Ripley County,,2012,9.0,Midwest
8520,IN,Ripley County,,2013,8.6,Midwest
8521,IN,Ripley County,,2014,6.6,Midwest
8522,IN,Ripley County,,2015,5.0,Midwest
8523,IN,Ripley County,46706.0,2016,4.6,Midwest
8524,IN,Ripley County,,2017,3.6,Midwest
8525,IN,Rush County,,2007,4.5,Midwest
8526,IN,Rush County,,2008,6.2,Midwest
8527,IN,Rush County,,2009,10.5,Midwest
8528,IN,Rush County,,2010,11.1,Midwest
8529,IN,Rush County,,2011,9.5,Midwest
8530,IN,Rush County,,2012,8.5,Midwest
8531,IN,Rush County,,2013,7.4,Midwest
8532,IN,Rush County,,2014,5.6,Midwest
8533,IN,Rush County,,2015,4.0,Midwest
8534,IN,Rush County,45337.0,2016,3.8,Midwest
8535,IN,Rush County,,2017,3.1,Midwest
8536,IN,St. Joseph County,,2007,4.9,Midwest
8537,IN,St. Joseph County,,2008,6.6,Midwest
8538,IN,St. Joseph County,,2009,11.5,Midwest
8539,IN,St. Joseph County,,2010,11.6,Midwest
8540,IN,St. Joseph County,,2011,10.1,Midwest
8541,IN,St. Joseph County,,2012,9.5,Midwest
8542,IN,St. Joseph County,,2013,8.7,Midwest
8543,IN,St. Joseph County,,2014,6.5,Midwest
8544,IN,St. Joseph County,,2015,5.0,Midwest
8545,IN,St. Joseph County,51385.0,2016,4.5,Midwest
8546,IN,St. Joseph County,,2017,3.6,Midwest
8547,IN,Scott County,,2007,5.2,Midwest
8548,IN,Scott County,,2008,6.5,Midwest
8549,IN,Scott County,,2009,12.9,Midwest
8550,IN,Scott County,,2010,13.2,Midwest
8551,IN,Scott County,,2011,11.9,Midwest
8552,IN,Scott County,,2012,10.3,Midwest
8553,IN,Scott County,,2013,8.9,Midwest
8554,IN,Scott County,,2014,6.8,Midwest
8555,IN,Scott County,,2015,5.0,Midwest
8556,IN,Scott County,60756.0,2016,4.8,Midwest
8557,IN,Scott County,,2017,3.8,Midwest
8558,IN,Shelby County,,2007,4.3,Midwest
8559,IN,Shelby County,,2008,5.9,Midwest
8560,IN,Shelby County,,2009,10.4,Midwest
8561,IN,Shelby County,,2010,11.0,Midwest
8562,IN,Shelby County,,2011,9.5,Midwest
8563,IN,Shelby County,,2012,8.4,Midwest
8564,IN,Shelby County,,2013,7.3,Midwest
8565,IN,Shelby County,,2014,5.7,Midwest
8566,IN,Shelby County,,2015,5.0,Midwest
8567,IN,Shelby County,46862.0,2016,4.0,Midwest
8568,IN,Shelby County,,2017,3.3,Midwest
8569,IN,Spencer County,,2007,4.2,Midwest
8570,IN,Spencer County,,2008,5.1,Midwest
8571,IN,Spencer County,,2009,9.2,Midwest
8572,IN,Spencer County,,2010,8.8,Midwest
8573,IN,Spencer County,,2011,7.7,Midwest
8574,IN,Spencer County,,2012,7.2,Midwest
8575,IN,Spencer County,,2013,6.7,Midwest
8576,IN,Spencer County,,2014,5.1,Midwest
8577,IN,Spencer County,,2015,4.0,Midwest
8578,IN,Spencer County,46750.0,2016,4.1,Midwest
8579,IN,Spencer County,,2017,3.4,Midwest
8580,IN,Starke County,,2007,5.9,Midwest
8581,IN,Starke County,,2008,7.8,Midwest
8582,IN,Starke County,,2009,14.2,Midwest
8583,IN,Starke County,,2010,13.3,Midwest
8584,IN,Starke County,,2011,11.4,Midwest
8585,IN,Starke County,,2012,10.6,Midwest
8586,IN,Starke County,,2013,9.5,Midwest
8587,IN,Starke County,,2014,7.2,Midwest
8588,IN,Starke County,,2015,6.0,Midwest
8589,IN,Starke County,51425.0,2016,5.4,Midwest
8590,IN,Starke County,,2017,4.4,Midwest
8591,IN,Steuben County,,2007,6.0,Midwest
8592,IN,Steuben County,,2008,7.5,Midwest
8593,IN,Steuben County,,2009,14.5,Midwest
